time,waist_y,r_shoulder_p,r_shoulder_r,r_shoulder_y,r_elbow_p,r_wrist_y,r_wrist_p,r_wrist_r,r_hand,l_shoulder_p,l_shoulder_r,l_shoulder_y,l_elbow_p,l_wrist_y,l_wrist_p,l_wrist_r,l_hand
5.41336,-50,-200,0,6,903,28,0,25,1670,-200,3,72,972,-96,0,10,650
5.42205,-50,-200,0,7,903,28,0,25,1670,-200,3,71,972,-96,0,9,650
5.43097,-55,-200,0,6,903,28,0,25,1665,-200,3,71,972,-96,0,9,650
5.44009,-55,-200,0,6,903,28,0,25,1665,-200,3,71,972,-96,0,8,645
5.44886,-50,-200,0,6,902,28,0,25,1670,-200,3,70,972,-96,0,9,650
5.45925,-55,-200,0,6,902,28,0,25,1665,-200,3,69,972,-96,0,8,650
5.46828,-50,-200,0,6,903,28,0,25,1665,-200,3,69,971,-96,0,8,650
5.47709,-50,-200,0,6,902,28,0,25,1665,-200,3,69,971,-96,0,8,645
5.48601,-50,-200,0,6,902,28,0,25,1665,-200,3,69,971,-96,0,8,645
5.49587,-45,-200,0,6,902,28,0,25,1665,-200,3,69,971,-96,0,9,645
5.50482,-50,-200,0,6,902,28,0,25,1665,-200,3,69,970,-96,0,9,645
5.51398,-45,-200,0,6,901,28,0,25,1670,-200,3,68,970,-96,0,9,645
5.52277,-45,-200,0,6,901,28,0,25,1670,-200,3,68,969,-96,0,10,645
5.53176,-45,-200,0,6,902,28,0,25,1665,-200,3,68,968,-96,0,10,650
5.54179,-45,-200,0,6,901,28,0,25,1665,-200,3,68,968,-96,0,10,650
5.55078,-45,-200,0,6,901,28,0,25,1665,-200,3,68,966,-96,0,10,650
5.55981,-40,-200,0,6,901,28,0,25,1665,-200,3,68,965,-96,0,10,650
5.56984,-40,-200,0,6,901,28,0,25,1665,-200,3,68,965,-96,0,10,650
5.57875,-40,-200,0,6,901,28,0,25,1665,-200,3,68,964,-96,0,10,650
5.5877,-40,-200,0,6,900,28,0,25,1670,-200,3,68,964,-96,0,10,650
5.5967,-40,-200,0,6,900,28,0,25,1665,-200,3,68,963,-96,0,10,650
5.60584,-35,-200,0,6,900,28,0,25,1670,-200,3,68,962,-96,0,10,650
5.61464,-40,-200,0,6,900,28,0,25,1665,-200,3,68,960,-96,0,10,650
5.6247,-35,-200,0,6,900,28,0,24,1665,-200,3,68,960,-96,0,10,650
5.63381,-35,-200,0,6,900,28,0,25,1665,-200,3,68,958,-96,0,10,650
5.6427,-35,-200,0,6,900,28,0,24,1665,-200,3,68,958,-96,0,10,650
5.65168,-35,-200,0,6,900,28,0,24,1665,-200,3,68,957,-96,0,10,650
5.66164,-35,-200,0,7,899,28,0,24,1665,-200,3,68,957,-96,0,11,650
5.67065,-35,-200,0,6,899,28,0,24,1665,-200,3,68,956,-96,0,10,650
5.67956,-35,-200,0,6,898,28,0,24,1665,-200,3,68,956,-96,0,10,650
5.68956,-35,-200,0,6,898,28,0,24,1670,-200,3,68,954,-96,0,11,650
5.69859,-35,-200,0,6,897,28,0,24,1665,-200,3,68,954,-96,0,10,650
5.70761,-35,-200,0,6,897,28,0,24,1665,-200,3,68,953,-96,0,11,650
5.71659,-35,-200,0,6,896,28,0,24,1665,-200,3,68,952,-96,0,10,645
5.72548,-35,-200,0,6,896,28,0,24,1665,-200,3,68,952,-96,0,10,650
5.73448,-35,-200,0,7,895,28,0,24,1665,-200,3,68,952,-96,0,10,650
5.74439,-35,-200,0,6,895,28,0,24,1665,-200,3,68,952,-96,0,9,650
5.75351,-35,-200,0,7,894,28,0,24,1670,-200,3,68,951,-96,0,9,650
5.76255,-35,-200,0,6,893,28,0,24,1665,-200,3,68,951,-96,0,8,650
5.77148,-35,-200,0,6,894,28,0,24,1665,-200,3,68,950,-96,0,8,650
5.78142,-35,-200,0,6,893,28,0,24,1665,-200,3,68,950,-96,0,8,650
5.79055,-35,-200,0,6,893,28,0,24,1665,-200,3,68,950,-96,0,8,650
5.79941,-35,-200,0,7,893,28,0,24,1665,-200,3,69,950,-96,0,9,650
5.80826,-35,-200,0,7,893,28,0,24,1665,-200,3,69,950,-96,0,9,650
5.81735,-35,-200,0,6,892,28,0,24,1665,-200,3,69,950,-96,0,10,650
5.82636,-35,-200,0,6,892,28,0,24,1670,-200,3,69,950,-96,0,11,650
5.83631,-35,-200,0,6,892,28,0,24,1665,-200,3,69,950,-96,0,11,650
5.84538,-35,-200,0,6,891,28,0,24,1665,-200,3,69,950,-96,0,11,650
5.85439,-35,-200,0,6,891,28,0,24,1665,-200,3,70,950,-96,0,12,650
5.86343,-35,-200,0,7,890,28,0,24,1665,-200,3,70,950,-96,0,12,650
5.87324,-35,-200,0,6,890,28,0,24,1665,-200,3,70,950,-96,0,12,650
5.88233,-35,-200,0,6,889,28,0,24,1665,-200,3,70,950,-96,0,12,650
5.8914,-35,-200,0,6,889,28,0,23,1665,-200,3,70,950,-96,0,12,645
5.90034,-35,-200,0,6,888,28,0,24,1665,-200,3,71,950,-96,0,12,650
5.90927,-35,-200,0,6,888,28,0,23,1665,-200,3,70,950,-96,0,12,650
5.91818,-35,-200,0,6,886,28,0,23,1665,-200,3,70,950,-96,0,12,650
5.92824,-35,-200,0,6,886,28,0,24,1665,-200,3,70,950,-96,0,12,650
5.93716,-30,-200,0,6,886,28,0,24,1665,-200,3,70,950,-96,0,12,650
5.94613,-35,-200,0,6,886,28,0,24,1665,-200,3,70,950,-96,0,13,650
5.95639,-35,-200,0,7,886,28,0,23,1670,-200,3,70,950,-96,0,13,650
5.96527,-35,-200,0,7,886,28,0,24,1670,-200,3,70,950,-96,0,13,645
5.97419,-35,-200,0,7,886,28,0,23,1670,-200,3,70,950,-96,0,13,650
5.98325,-30,-200,0,7,886,28,0,23,1665,-200,3,70,950,-96,0,14,650
5.99223,-30,-200,0,6,885,28,0,23,1665,-200,3,70,950,-96,0,14,645
6.00112,-35,-200,0,7,885,28,0,23,1665,-200,3,70,950,-96,0,14,650
6.0112,-30,-200,0,7,886,28,0,24,1665,-200,3,70,950,-96,0,14,650
6.02019,-35,-200,0,7,885,28,0,23,1665,-200,3,70,950,-96,0,14,650
6.0292,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,14,650
6.03895,-30,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,15,650
6.04819,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,15,650
6.05701,-35,-200,0,7,885,28,0,23,1665,-200,3,68,950,-96,0,14,650
6.066,-35,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,15,645
6.07503,-35,-200,0,7,885,28,0,23,1665,-200,3,68,950,-96,0,15,650
6.08514,-35,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,15,650
6.09402,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,15,645
6.10297,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-96,0,15,650
6.11202,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-96,0,15,650
6.12195,-30,-200,0,7,885,28,0,23,1665,-200,3,68,950,-96,0,16,650
6.13094,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-96,0,16,650
6.13992,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-96,0,17,650
6.14891,-35,-200,0,7,885,28,0,24,1665,-200,3,69,950,-96,0,17,650
6.15802,-35,-200,0,7,885,28,0,23,1665,-200,3,68,950,-96,0,18,645
6.16793,-30,-200,0,7,885,28,0,23,1670,-200,3,68,950,-96,0,18,650
6.17698,-35,-200,0,7,885,28,0,23,1665,-200,3,68,950,-96,0,18,650
6.186,-35,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,18,645
6.19489,-30,-200,0,7,885,28,0,24,1665,-200,3,68,950,-96,0,18,650
6.20397,-30,-200,0,7,885,28,0,23,1665,-200,3,68,950,-96,0,19,650
6.21396,-30,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.22289,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.23182,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.24093,-30,-200,0,7,886,28,0,24,1665,-200,3,69,950,-96,0,19,650
6.24998,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.25974,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.26875,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.27784,-35,-200,0,7,885,28,0,24,1665,-200,3,70,950,-96,0,19,650
6.28776,-30,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.2968,-35,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,18,650
6.30593,-35,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,18,650
6.31489,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,18,650
6.32368,-30,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,18,650
6.33266,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,18,650
6.34284,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,19,650
6.35164,-30,-200,0,7,886,28,0,23,1665,-200,3,70,950,-96,0,19,650
6.36165,-35,-200,0,7,885,28,0,23,1665,-200,3,70,950,-96,0,19,650
6.37076,-30,-200,0,7,886,28,0,23,1665,-200,3,70,950,-95,0,19,650
6.37973,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-96,0,19,650
6.38852,-35,-200,0,7,885,28,0,23,1670,-200,3,69,950,-95,0,19,650
6.39755,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,19,650
6.40668,-35,-200,0,7,885,28,0,23,1665,-200,3,69,950,-96,0,18,650
6.41557,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,18,650
6.42552,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,17,650
6.43451,-35,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,17,650
6.44356,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,17,650
6.45249,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,17,650
6.4625,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,17,650
6.47154,-30,-200,0,6,886,28,0,23,1665,-200,3,69,950,-95,0,17,645
6.48038,-30,-200,0,7,885,28,0,23,1665,-200,3,69,950,-95,0,17,645
6.49049,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,16,650
6.49951,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,16,650
6.50855,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,16,650
6.51737,-30,-200,0,7,886,28,0,24,1665,-200,3,68,950,-95,0,16,650
6.52648,-30,-200,0,6,886,28,0,24,1665,-200,3,69,950,-95,0,16,650
6.53543,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,16,650
6.54533,-35,-200,0,6,886,28,0,24,1665,-200,3,68,950,-95,0,16,650
6.55433,-35,-200,0,6,886,28,0,23,1665,-200,3,69,950,-95,0,16,645
6.56343,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,16,650
6.57245,-30,-200,0,6,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.58239,-35,-200,0,7,885,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.59144,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.60029,-35,-200,0,7,886,28,0,23,1670,-200,3,68,950,-95,0,15,650
6.6093,-35,-200,0,7,885,28,0,23,1670,-200,3,68,950,-95,0,15,650
6.61836,-35,-200,0,7,886,28,0,23,1665,-200,3,69,951,-95,0,16,650
6.6274,-30,-200,0,7,886,28,0,23,1665,-200,3,69,950,-95,0,16,650
6.63734,-30,-200,0,7,885,28,0,23,1665,-200,3,69,951,-95,0,16,650
6.64625,-35,-200,0,7,885,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.6552,-35,-200,0,6,886,28,0,23,1665,-200,3,69,951,-95,0,17,650
6.6643,-30,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.67408,-30,-200,0,7,886,28,0,24,1665,-200,3,69,951,-95,0,16,650
6.68324,-30,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.69234,-30,-200,0,7,886,28,0,23,1665,-200,3,69,951,-95,0,16,650
6.70119,-35,-200,0,7,886,28,0,23,1665,-200,3,69,951,-95,0,16,650
6.71007,-30,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.72027,-35,-200,0,7,885,28,0,23,1665,-200,3,68,951,-95,0,17,645
6.72927,-35,-200,0,7,886,28,0,24,1665,-200,3,68,951,-95,0,17,650
6.73803,-35,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.74718,-35,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,17,650
6.75715,-30,-200,0,6,885,28,0,23,1670,-200,3,68,951,-95,0,16,650
6.76658,-30,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.77537,-35,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,16,650
6.78444,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,16,650
6.79316,-35,-200,0,6,886,28,0,23,1670,-200,3,68,951,-95,0,16,650
6.80309,-35,-200,0,7,886,28,0,24,1665,-200,3,68,950,-95,0,16,650
6.81198,-30,-200,0,7,886,28,0,24,1665,-200,3,68,951,-95,0,15,650
6.82101,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.83114,-30,-200,0,6,886,28,0,24,1665,-200,3,68,950,-95,0,15,645
6.83995,-35,-200,0,6,886,28,0,24,1665,-200,3,68,951,-95,0,15,650
6.84889,-30,-200,0,7,886,28,0,24,1665,-200,3,68,951,-95,0,15,650
6.85797,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.86694,-35,-200,0,7,886,28,0,23,1670,-200,3,68,951,-95,0,15,650
6.87686,-30,-200,0,7,886,28,0,24,1665,-200,3,68,951,-95,0,15,650
6.88606,-30,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,15,650
6.89488,-30,-200,0,6,886,28,0,23,1665,-200,3,68,951,-95,0,15,650
6.90398,-30,-200,0,7,886,28,0,23,1665,-200,3,68,951,-95,0,15,650
6.91399,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.92288,-30,-200,0,7,886,28,0,23,1670,-200,3,68,950,-95,0,15,650
6.93177,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.94087,-30,-200,0,6,886,28,0,23,1665,-200,3,68,951,-95,0,15,650
6.94987,-35,-200,0,6,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.95982,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.96884,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,14,650
6.97777,-35,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.98776,-30,-200,0,7,886,28,0,23,1665,-200,3,68,950,-95,0,15,650
6.9966,-30,-200,0,6,886,28,0,22,1665,-200,3,68,950,-95,0,14,650
7.00572,-30,-200,0,7,886,28,0,22,1665,-200,3,68,950,-95,0,14,650
7.0147,-35,-200,0,6,886,28,0,22,1665,-200,3,68,950,-95,0,14,650
7.02373,-30,-200,0,7,886,28,0,22,1665,-200,3,68,950,-95,0,14,650
7.03261,-35,-200,0,7,886,28,0,21,1665,-200,3,69,950,-95,0,14,645
7.0417,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,14,650
7.05165,-35,-200,0,7,886,28,0,21,1665,-200,3,68,951,-95,0,13,650
7.06062,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,12,650
7.06967,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,11,650
7.07963,-35,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,11,650
7.08852,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,10,650
7.09749,-30,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,10,650
7.10653,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,9,650
7.1155,-35,-200,0,6,886,28,0,21,1670,-200,3,68,950,-95,0,8,650
7.1244,-35,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,7,650
7.13456,-30,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,7,650
7.14358,-30,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,6,645
7.15233,-30,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,6,650
7.16243,-35,-200,0,7,886,28,0,21,1670,-200,3,68,950,-95,0,5,650
7.17149,-30,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,5,645
7.18036,-35,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,4,645
7.18944,-35,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,3,645
7.1986,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.20736,-30,-200,0,6,886,28,0,21,1670,-200,3,68,950,-95,0,3,650
7.21645,-30,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.22636,-30,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.23539,-35,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,3,645
7.24443,-35,-200,0,6,886,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.25337,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.26332,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.27229,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.28116,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.29022,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.30023,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.30922,-30,-200,0,7,887,28,0,21,1670,-200,3,68,950,-95,0,2,650
7.31818,-35,-200,0,7,886,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.32728,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.33712,-35,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.3461,-30,-200,0,7,887,28,0,21,1670,-200,3,68,950,-95,0,2,650
7.35515,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.36414,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.37406,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-96,0,3,650
7.38311,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.39213,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.40112,-35,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.40994,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.41903,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.42915,-35,-200,0,7,887,28,0,21,1670,-200,3,68,951,-95,0,2,650
7.43796,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.44698,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.45602,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.466,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.47483,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,3,650
7.48395,-30,-200,0,7,887,28,0,21,1670,-200,3,68,950,-95,0,2,650
7.49302,-30,-200,0,7,887,28,0,21,1665,-200,3,68,951,-95,0,2,645
7.50287,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.51193,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.52096,-35,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.52999,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.53881,-35,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.54883,-30,-200,0,7,887,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.55796,-30,-200,0,7,887,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.56681,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.57677,-35,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.58586,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.59472,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.60366,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-96,0,2,650
7.61287,-35,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.62281,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.63159,-35,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.6406,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.64968,-35,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.65863,-35,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.66852,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.6776,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.68653,-30,-200,0,7,887,28,0,21,1665,-200,3,68,951,-95,0,2,645
7.69653,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.70548,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.71468,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.72363,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.73255,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.74155,-30,-200,0,6,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.75059,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
