time,waist_y,r_shoulder_p,r_shoulder_r,r_shoulder_y,r_elbow_p,r_wrist_y,r_wrist_p,r_wrist_r,r_hand,l_shoulder_p,l_shoulder_r,l_shoulder_y,l_elbow_p,l_wrist_y,l_wrist_p,l_wrist_r,l_hand
7.76048,-30,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,1,650
7.7696,-30,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.77847,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.78859,-30,-200,0,7,887,28,0,21,1665,-200,3,68,950,-96,0,2,650
7.79746,-30,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,1,650
7.80695,-35,-200,0,7,888,28,0,21,1665,-200,3,68,950,-95,0,1,645
7.81597,-35,-200,0,7,888,28,0,21,1665,-200,3,68,950,-95,0,1,645
7.82485,-30,-200,0,7,888,28,0,21,1665,-200,3,68,950,-95,0,1,645
7.83373,-30,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.84362,-30,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.85244,-30,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.86153,-35,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.87041,-30,-200,0,7,888,28,0,21,1665,-200,3,68,950,-95,0,2,645
7.88035,-35,-200,0,6,888,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.88933,-30,-200,0,7,889,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.89832,-35,-200,0,7,888,28,0,21,1665,-200,3,68,950,-95,0,2,650
7.9074,-35,-200,0,6,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.91642,-35,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.92634,-30,-200,0,6,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.93528,-30,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,3,650
7.9443,-35,-200,0,6,889,28,0,21,1665,-200,3,69,951,-95,0,2,650
7.95313,-35,-200,0,6,889,28,0,21,1665,-200,3,68,951,-95,0,3,650
7.96318,-30,-200,0,6,889,28,0,21,1665,-200,3,68,951,-95,0,3,650
7.97217,-35,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,3,650
7.98113,-30,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.99014,-35,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
7.99918,-30,-200,0,6,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.0082,-35,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.01818,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.02719,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.03617,-35,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.04524,-30,-200,0,7,889,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.05519,-30,-200,0,7,890,28,0,21,1670,-200,3,68,951,-95,0,2,650
8.06411,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.07305,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,2,650
8.08195,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.09202,-35,-200,0,7,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.10119,-30,-200,0,6,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.11011,-30,-200,0,6,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.11906,-30,-200,0,6,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.12907,-30,-200,0,7,890,28,0,21,1670,-200,3,68,950,-95,0,1,650
8.13792,-30,-200,0,6,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.14686,-35,-200,0,6,891,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.15602,-35,-200,0,7,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.16597,-30,-200,0,7,891,28,0,21,1670,-200,3,68,951,-95,0,1,650
8.17486,-35,-200,0,7,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.184,-30,-200,0,7,891,28,0,21,1665,-200,3,68,951,-95,0,1,645
8.19345,-30,-200,0,6,891,28,0,21,1665,-200,3,68,951,-95,0,1,645
8.20248,-30,-200,0,7,891,28,0,21,1670,-200,3,68,951,-95,0,1,645
8.21129,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,645
8.22113,-35,-200,0,6,891,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.23016,-35,-200,0,7,891,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.2389,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.2478,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.25693,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.26698,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.27573,-35,-200,0,7,890,28,0,21,1670,-200,3,68,951,-95,0,1,650
8.28585,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.29488,-35,-200,0,7,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.30419,-30,-200,0,7,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.31323,-30,-200,0,7,891,28,0,21,1665,-200,3,68,950,-95,0,1,645
8.32198,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.33084,-30,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.34068,-35,-200,0,7,890,28,0,21,1665,-200,3,68,951,-95,0,1,650
8.3497,-35,-200,0,7,891,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.3588,-30,-200,0,7,890,28,0,21,1665,-200,3,68,950,-95,0,1,650
8.3686,-35,-200,0,7,890,28,0,20,1665,-200,3,68,950,-95,0,1,650
8.37766,-30,-200,0,7,891,28,0,20,1670,-200,3,68,950,-95,0,1,650
8.38675,-35,-200,0,7,890,28,0,19,1665,-200,3,68,950,-95,0,1,650
8.39567,-30,-200,0,7,890,28,0,19,1665,-200,3,68,950,-95,0,1,650
8.40458,-35,-200,0,7,890,28,0,19,1665,-200,3,68,950,-95,0,1,650
8.41367,-35,-200,0,7,891,28,0,19,1665,-200,3,68,950,-95,0,1,650
8.42373,-30,-200,0,7,890,28,0,18,1670,-200,3,68,950,-95,0,1,650
8.43262,-30,-200,0,7,890,28,0,18,1665,-200,3,68,950,-95,0,1,650
8.44167,-35,-200,0,7,891,28,0,18,1665,-200,3,68,950,-95,0,1,650
8.45055,-30,-200,0,7,890,28,0,18,1665,-200,3,68,950,-95,0,1,650
8.45946,-30,-200,0,7,890,28,0,18,1665,-200,3,68,950,-95,0,1,650
8.46957,-35,-200,0,7,890,28,0,17,1670,-200,3,68,950,-95,0,1,645
8.47852,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,1,645
8.48755,-30,-200,0,7,890,28,0,17,1670,-200,3,68,950,-95,0,1,650
8.49742,-35,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.50653,-30,-200,0,7,891,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.51554,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.52439,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.53346,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.54247,-35,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,0,650
8.55252,-30,-200,0,7,891,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.56133,-35,-200,0,7,890,28,0,16,1665,-200,3,68,950,-95,0,1,650
8.57031,-30,-200,0,7,891,28,0,16,1670,-200,3,68,950,-95,0,1,650
8.5795,-30,-200,0,6,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.58987,-30,-200,0,7,890,28,0,16,1665,-200,3,68,950,-95,0,0,650
8.59866,-30,-200,0,7,890,28,0,16,1665,-200,3,68,950,-95,0,0,650
8.60755,-30,-200,0,7,890,28,0,17,1665,-200,3,69,950,-95,0,1,650
8.61646,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,0,650
8.62522,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.63427,-30,-200,0,7,890,28,0,16,1665,-200,3,68,950,-95,0,0,650
8.64433,-30,-200,0,7,890,28,0,16,1665,-200,3,68,951,-95,0,0,650
8.65324,-35,-200,0,7,890,28,0,16,1665,-200,3,68,950,-95,0,0,650
8.66219,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,0,650
8.67231,-30,-200,0,6,890,28,0,17,1665,-200,3,68,950,-95,0,1,650
8.68116,-30,-200,0,7,890,28,0,17,1665,-200,3,68,950,-95,0,0,650
8.6901,-30,-200,0,7,890,28,0,16,1665,-200,3,69,950,-95,0,1,650
8.69918,-30,-200,0,7,890,28,0,16,1665,-200,3,68,950,-95,0,1,650
8.70832,-30,-200,0,6,890,28,0,15,1665,-200,3,68,950,-95,0,0,650
8.7173,-35,-200,0,7,890,28,0,15,1665,-200,3,68,950,-95,0,0,650
8.72717,-30,-200,0,7,890,28,0,15,1665,-200,3,68,950,-95,0,0,650
8.73614,-35,-200,0,7,890,28,0,14,1665,-200,3,68,950,-95,0,1,650
8.7452,-35,-200,0,6,890,28,0,14,1665,-200,3,68,950,-95,0,0,650
8.75504,-35,-200,0,7,890,28,0,14,1665,-200,3,68,950,-95,0,0,650
8.76407,-35,-200,0,7,890,28,0,13,1665,-200,3,68,950,-95,0,0,650
8.77311,-35,-200,0,6,890,28,0,12,1665,-200,3,68,950,-95,0,0,650
8.78207,-30,-200,0,7,889,28,0,10,1665,-200,3,68,950,-95,0,0,650
8.79103,-30,-200,0,7,890,28,0,9,1665,-200,3,68,950,-95,0,1,650
8.80003,-30,-200,0,7,890,28,0,7,1670,-200,3,68,950,-95,0,0,650
8.80997,-35,-200,0,7,890,28,0,6,1665,-200,3,68,950,-95,0,0,650
8.81891,-35,-200,0,7,890,28,0,4,1665,-200,3,68,950,-95,0,0,650
8.82795,-30,-200,0,6,890,28,0,2,1665,-200,3,68,950,-95,0,0,650
8.83792,-35,-200,0,7,890,28,0,1,1665,-200,3,68,950,-95,0,0,650
8.84694,-35,-200,0,7,890,28,0,0,1665,-200,3,68,950,-95,0,0,650
8.85599,-35,-200,0,7,890,28,0,-1,1665,-200,3,68,950,-95,0,0,650
8.86497,-30,-200,0,7,890,28,0,-3,1665,-200,3,69,950,-95,0,1,650
8.87384,-30,-200,0,7,890,28,0,-3,1665,-200,3,68,950,-95,0,1,650
8.88294,-35,-200,0,7,890,28,0,-5,1665,-200,3,68,951,-95,0,0,650
8.89277,-30,-200,0,7,890,28,0,-6,1665,-200,3,69,951,-95,0,0,650
8.90194,-35,-200,0,7,890,28,0,-6,1665,-200,3,68,950,-95,0,0,650
8.91097,-30,-200,0,7,890,28,0,-7,1665,-200,3,68,951,-95,0,1,650
8.92005,-30,-200,0,7,890,28,0,-7,1665,-200,3,68,951,-95,0,1,650
8.93004,-30,-200,0,7,890,28,0,-7,1665,-200,3,68,951,-95,0,0,650
8.93887,-35,-200,0,7,890,28,0,-7,1665,-200,3,68,950,-95,0,0,650
8.94775,-30,-200,0,7,890,28,0,-7,1665,-200,3,68,950,-95,0,1,650
8.95687,-30,-200,0,6,891,28,0,-6,1665,-200,3,68,951,-95,0,1,650
8.96586,-35,-200,0,7,890,28,0,-5,1665,-200,3,68,951,-95,0,0,650
8.97569,-30,-200,0,7,891,28,0,-4,1670,-200,3,68,951,-95,0,0,650
8.99884,0,-200,100,-135,800,0,100,150,1700,-200,100,-135,800,0,100,150,1700
20.6357,-10,-200,100,36,895,26,100,116,1665,-200,100,69,950,-95,100,-3,645
20.6448,-10,-200,100,36,895,26,100,114,1665,-200,100,69,950,-95,100,-3,650
20.6537,-10,-200,100,36,895,26,100,108,1665,-200,100,68,950,-95,100,-3,650
20.6626,-10,-200,100,36,895,26,100,105,1665,-200,100,68,950,-95,100,-3,650
20.6718,-10,-200,100,36,895,26,100,101,1665,-200,100,68,950,-95,100,-3,645
20.6807,-10,-200,100,36,895,26,100,98,1665,-200,100,68,950,-95,100,-2,650
20.6905,-10,-200,100,36,896,26,100,95,1665,-200,100,68,950,-95,100,-3,650
20.6996,-5,-200,100,36,896,26,100,93,1665,-200,100,68,950,-95,100,-3,650
20.7086,-10,-200,100,36,896,26,100,91,1665,-200,100,68,950,-95,100,-3,650
20.7179,-10,-200,100,36,897,26,100,89,1665,-200,100,68,950,-95,100,-2,650
20.7268,-10,-200,100,36,898,26,100,88,1665,-200,100,68,950,-95,100,-2,650
20.7368,-10,-200,100,36,898,27,100,89,1665,-200,100,68,950,-95,100,-2,650
20.7457,-10,-200,100,36,899,27,100,89,1665,-200,100,68,950,-95,100,-3,650
20.7546,-5,-200,100,36,899,27,100,91,1665,-200,100,68,950,-95,100,-3,650
20.7645,-10,-200,100,36,899,27,100,92,1665,-200,100,68,950,-95,100,-3,650
20.7737,-5,-200,100,36,899,27,100,94,1665,-200,100,68,950,-95,100,-3,645
20.7826,-10,-200,100,36,899,27,100,96,1665,-200,100,69,950,-95,100,-2,650
20.7914,-5,-200,100,36,899,27,100,99,1665,-200,100,68,950,-95,100,-3,650
20.8005,-10,-200,100,36,898,27,100,101,1665,-200,100,68,950,-95,100,-2,650
20.8096,-10,-200,100,36,898,27,100,104,1665,-200,100,68,950,-95,100,-3,650
20.8193,-10,-200,100,36,899,27,100,107,1665,-200,100,68,950,-95,100,-3,650
20.8284,-10,-200,100,36,898,27,100,109,1665,-200,100,68,950,-95,100,-3,650
20.8375,-10,-200,100,36,898,27,100,112,1665,-200,100,68,950,-95,100,-3,650
20.8474,-10,-200,100,36,898,27,100,115,1665,-200,100,68,950,-95,100,-3,650
20.8563,-10,-200,100,36,899,27,100,115,1665,-200,100,68,950,-95,100,-3,650
20.8655,-5,-200,100,36,898,26,100,116,1665,-200,100,68,950,-95,100,-2,650
20.8743,-10,-200,100,36,899,27,100,118,1665,-200,100,68,950,-95,100,-3,650
20.8833,-5,-200,100,36,899,27,100,119,1665,-200,100,68,950,-95,100,-3,650
20.8934,-5,-200,100,36,899,26,100,120,1665,-200,100,68,950,-95,100,-3,650
20.9022,-5,-200,100,36,898,26,100,120,1665,-200,100,68,950,-95,100,-2,650
20.9114,-5,-200,100,36,899,26,100,120,1665,-200,100,68,950,-95,100,-2,650
20.9203,-5,-200,100,36,898,26,100,120,1665,-200,100,68,950,-95,100,-2,650
20.9296,-5,-200,100,36,899,27,100,120,1665,-200,100,68,950,-95,100,-3,650
20.9383,0,-200,100,36,899,26,100,120,1665,-200,100,68,950,-95,100,-2,650
20.9483,0,-200,100,36,899,26,100,120,1665,-200,100,68,950,-95,100,-3,650
20.9574,0,-200,100,36,899,26,100,119,1665,-200,100,68,950,-95,100,-3,650
20.9673,0,-200,100,36,899,26,100,120,1665,-200,100,68,950,-95,100,-3,650
20.9762,0,-200,100,36,899,26,100,119,1665,-200,100,68,950,-95,100,-3,650
20.9852,0,-200,100,36,899,26,100,119,1665,-200,100,68,950,-95,100,-2,650
20.9942,0,-200,100,36,899,26,100,119,1665,-200,100,68,950,-95,100,-3,650
21.0031,0,-200,100,36,899,26,100,119,1665,-200,100,68,950,-95,100,-3,650
21.0119,0,-200,100,36,899,26,100,118,1665,-200,100,68,950,-95,100,-2,650
21.0212,0,-200,100,36,899,26,100,117,1665,-200,100,68,950,-95,100,-3,650
21.0312,0,-200,100,36,899,26,100,117,1665,-200,100,68,950,-95,100,-3,650
21.0401,0,-200,100,36,900,26,100,116,1665,-200,100,68,950,-95,100,-3,650
21.0491,0,-200,100,36,900,26,100,115,1665,-200,100,68,950,-95,100,-3,650
21.0592,0,-200,100,36,900,26,100,115,1665,-200,100,68,950,-95,100,-3,645
21.0682,0,-200,100,36,900,26,100,115,1665,-200,100,69,950,-95,100,-3,650
21.0772,0,-200,100,36,900,26,100,115,1665,-200,100,68,950,-95,100,-3,650
21.0861,0,-200,100,36,900,27,100,114,1665,-200,100,69,951,-95,100,-2,650
21.0951,0,-200,100,36,900,27,100,114,1665,-200,100,69,950,-95,100,-3,650
21.1039,0,-200,100,36,900,26,100,114,1665,-200,100,68,950,-95,100,-3,650
21.1131,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,645
21.1229,0,-200,100,36,900,26,100,114,1665,-200,100,68,950,-95,100,-3,650
21.1321,0,-200,100,36,900,26,100,114,1665,-200,100,68,950,-95,100,-3,650
21.141,0,-200,100,36,900,27,100,114,1665,-200,100,68,951,-95,100,-3,650
21.151,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-2,645
21.16,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.1689,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.1778,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.1869,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.196,0,-200,100,36,900,27,100,114,1665,-200,100,68,951,-95,100,-3,650
21.2059,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.2149,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.224,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-2,650
21.2338,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.2429,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.2519,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,645
21.2609,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.2698,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.2787,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-2,650
21.2887,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-2,645
21.2977,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3067,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3169,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3257,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3347,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3437,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,645
21.3527,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-2,650
21.3626,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3716,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3808,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3897,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.3986,0,-200,100,36,900,26,100,114,1665,-200,100,69,951,-95,100,-3,650
21.4087,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.4177,0,-200,100,36,900,27,100,114,1665,-200,100,68,951,-95,100,-3,650
21.4265,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.4355,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.4457,0,-200,100,36,900,26,100,114,1665,-200,100,68,950,-95,100,-3,650
21.4545,0,-200,100,36,900,26,100,114,1665,-200,100,68,950,-95,100,-2,650
21.4636,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.4725,0,-200,100,36,900,27,100,114,1665,-200,100,68,950,-95,100,-3,650
21.4824,0,-200,100,36,900,26,100,114,1665,-200,100,68,951,-95,100,-3,650
21.4915,0,-200,100,36,900,26,100,112,1665,-200,100,68,950,-95,100,-2,645
21.5006,0,-200,100,36,900,26,100,112,1665,-200,100,68,950,-95,100,-3,650
21.5095,0,-200,100,36,900,26,100,110,1665,-200,100,68,951,-95,100,-3,650
21.5185,0,-200,100,36,900,26,100,108,1665,-200,100,68,951,-95,100,-3,650
21.5285,0,-200,100,36,900,26,100,107,1665,-200,100,68,951,-95,100,-3,645
21.5375,0,-200,100,36,900,26,100,105,1665,-200,100,68,951,-95,100,-3,650
21.5464,0,-200,100,36,900,26,100,101,1665,-200,100,68,950,-95,100,-3,650
21.5564,0,-200,100,36,900,26,100,100,1665,-200,100,68,951,-95,100,-3,650
21.5656,0,-200,100,36,900,26,100,97,1665,-200,100,68,951,-95,100,-3,650
21.5743,0,-200,100,36,900,26,100,95,1665,-200,100,68,951,-95,100,-3,650
21.5833,0,-200,100,36,900,26,100,94,1665,-200,100,68,952,-95,100,-3,650
21.5923,0,-200,100,36,900,26,100,94,1665,-200,100,68,951,-95,100,-2,650
21.6015,0,-200,100,36,900,26,100,94,1665,-200,100,68,952,-95,100,-3,650
21.6113,0,-200,100,36,900,26,100,94,1665,-200,100,68,952,-95,100,-3,650
21.6344,0,-200,100,-135,800,0,100,150,1700,-200,100,-135,800,0,100,150,1700
